filename;region_count;region_id;region_shape_attributes;region_attributes
boletus_edulis_30.jpg;1;0;"{""name"":""rect"",""x"":12,""y"":30,""width"":169,""height"":182}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_32.jpg;2;0;"{""name"":""rect"",""x"":5,""y"":93,""width"":103,""height"":143}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_32.jpg;2;1;"{""name"":""rect"",""x"":87,""y"":10,""width"":106,""height"":167}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_34.jpg;2;0;"{""name"":""rect"",""x"":35,""y"":18,""width"":112,""height"":142}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_34.jpg;2;1;"{""name"":""rect"",""x"":146,""y"":26,""width"":103,""height"":134}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_37.jpg;2;0;"{""name"":""rect"",""x"":78,""y"":85,""width"":83,""height"":76}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_37.jpg;2;1;"{""name"":""rect"",""x"":124,""y"":54,""width"":91,""height"":90}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_38.jpg;1;0;"{""name"":""rect"",""x"":143,""y"":95,""width"":81,""height"":73}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_40.jpg;2;0;"{""name"":""rect"",""x"":52,""y"":39,""width"":127,""height"":100}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_40.jpg;2;1;"{""name"":""rect"",""x"":150,""y"":32,""width"":83,""height"":49}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_41.jpg;1;0;"{""name"":""rect"",""x"":229,""y"":79,""width"":359,""height"":443}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_43.jpg;1;0;"{""name"":""rect"",""x"":4,""y"":4,""width"":212,""height"":212}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_45.jpg;4;0;"{""name"":""rect"",""x"":26,""y"":188,""width"":225,""height"":307}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_45.jpg;4;1;"{""name"":""rect"",""x"":240,""y"":92,""width"":297,""height"":363}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_45.jpg;4;2;"{""name"":""rect"",""x"":485,""y"":163,""width"":272,""height"":383}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_45.jpg;4;3;"{""name"":""rect"",""x"":118,""y"":103,""width"":237,""height"":336}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_48.jpg;2;0;"{""name"":""rect"",""x"":148,""y"":34,""width"":123,""height"":122}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_48.jpg;2;1;"{""name"":""rect"",""x"":5,""y"":61,""width"":92,""height"":108}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_49.jpg;2;0;"{""name"":""rect"",""x"":12,""y"":109,""width"":660,""height"":676}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_49.jpg;2;1;"{""name"":""rect"",""x"":649,""y"":11,""width"":580,""height"":789}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_56.jpg;1;0;"{""name"":""rect"",""x"":19,""y"":40,""width"":145,""height"":97}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_60.jpg;1;0;"{""name"":""rect"",""x"":42,""y"":22,""width"":205,""height"":125}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_63.jpg;1;0;"{""name"":""rect"",""x"":135,""y"":256,""width"":293,""height"":237}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_67.jpg;1;0;"{""name"":""rect"",""x"":317,""y"":131,""width"":283,""height"":278}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_69.jpg;1;0;"{""name"":""rect"",""x"":60,""y"":42,""width"":120,""height"":77}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_70.jpg;2;0;"{""name"":""rect"",""x"":24,""y"":21,""width"":128,""height"":141}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_70.jpg;2;1;"{""name"":""rect"",""x"":147,""y"":26,""width"":100,""height"":131}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_71.jpg;3;0;"{""name"":""rect"",""x"":9,""y"":8,""width"":142,""height"":147}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_71.jpg;3;1;"{""name"":""rect"",""x"":128,""y"":94,""width"":139,""height"":86}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_71.jpg;3;2;"{""name"":""rect"",""x"":160,""y"":5,""width"":105,""height"":84}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_76.jpg;1;0;"{""name"":""rect"",""x"":150,""y"":158,""width"":433,""height"":447}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_79.jpg;1;0;"{""name"":""rect"",""x"":59,""y"":108,""width"":97,""height"":96}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_81.jpg;1;0;"{""name"":""rect"",""x"":96,""y"":15,""width"":107,""height"":119}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_82.jpg;1;0;"{""name"":""rect"",""x"":62,""y"":4,""width"":162,""height"":154}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_83.jpg;1;0;"{""name"":""rect"",""x"":8,""y"":57,""width"":166,""height"":153}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_86.jpg;2;0;"{""name"":""rect"",""x"":14,""y"":47,""width"":165,""height"":130}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_86.jpg;2;1;"{""name"":""rect"",""x"":123,""y"":18,""width"":117,""height"":121}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_87.jpg;5;0;"{""name"":""rect"",""x"":6,""y"":98,""width"":202,""height"":293}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_87.jpg;5;1;"{""name"":""rect"",""x"":264,""y"":269,""width"":336,""height"":216}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_87.jpg;5;2;"{""name"":""rect"",""x"":565,""y"":52,""width"":231,""height"":277}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_87.jpg;5;3;"{""name"":""rect"",""x"":414,""y"":57,""width"":155,""height"":191}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_87.jpg;5;4;"{""name"":""rect"",""x"":212,""y"":75,""width"":220,""height"":188}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_88.jpg;2;0;"{""name"":""rect"",""x"":86,""y"":237,""width"":835,""height"":652}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_88.jpg;2;1;"{""name"":""rect"",""x"":590,""y"":108,""width"":580,""height"":585}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_90.jpg;7;0;"{""name"":""rect"",""x"":36,""y"":352,""width"":124,""height"":119}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_90.jpg;7;1;"{""name"":""rect"",""x"":168,""y"":393,""width"":112,""height"":108}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_90.jpg;7;2;"{""name"":""rect"",""x"":252,""y"":268,""width"":132,""height"":168}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_90.jpg;7;3;"{""name"":""rect"",""x"":15,""y"":114,""width"":304,""height"":255}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_90.jpg;7;4;"{""name"":""rect"",""x"":368,""y"":296,""width"":188,""height"":223}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_90.jpg;7;5;"{""name"":""rect"",""x"":290,""y"":8,""width"":282,""height"":288}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_90.jpg;7;6;"{""name"":""rect"",""x"":518,""y"":178,""width"":249,""height"":337}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_93.jpg;1;0;"{""name"":""rect"",""x"":13,""y"":22,""width"":727,""height"":682}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_96.jpg;1;0;"{""name"":""rect"",""x"":24,""y"":49,""width"":135,""height"":127}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_97.jpg;1;0;"{""name"":""rect"",""x"":318,""y"":266,""width"":181,""height"":151}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_100.jpg;1;0;"{""name"":""rect"",""x"":45,""y"":18,""width"":206,""height"":124}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_101.jpg;1;0;"{""name"":""rect"",""x"":150,""y"":17,""width"":364,""height"":470}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_102.jpg;1;0;"{""name"":""rect"",""x"":31,""y"":57,""width"":147,""height"":140}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_104.jpg;1;0;"{""name"":""rect"",""x"":55,""y"":73,""width"":80,""height"":71}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_106.jpg;1;0;"{""name"":""rect"",""x"":64,""y"":39,""width"":76,""height"":86}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_109.jpg;1;0;"{""name"":""rect"",""x"":40,""y"":29,""width"":169,""height"":124}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_110.jpg;1;0;"{""name"":""rect"",""x"":10,""y"":26,""width"":166,""height"":228}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_116.jpg;1;0;"{""name"":""rect"",""x"":13,""y"":36,""width"":150,""height"":111}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_117.jpg;1;0;"{""name"":""rect"",""x"":136,""y"":26,""width"":438,""height"":420}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_118.jpg;5;0;"{""name"":""rect"",""x"":50,""y"":251,""width"":192,""height"":168}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_118.jpg;5;1;"{""name"":""rect"",""x"":254,""y"":218,""width"":157,""height"":192}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_118.jpg;5;2;"{""name"":""rect"",""x"":90,""y"":139,""width"":169,""height"":181}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_118.jpg;5;3;"{""name"":""rect"",""x"":231,""y"":128,""width"":113,""height"":103}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_118.jpg;5;4;"{""name"":""rect"",""x"":252,""y"":96,""width"":146,""height"":84}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_119.jpg;1;0;"{""name"":""rect"",""x"":37,""y"":19,""width"":187,""height"":167}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_123.jpg;1;0;"{""name"":""rect"",""x"":186,""y"":46,""width"":360,""height"":435}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_126.jpg;1;0;"{""name"":""rect"",""x"":724,""y"":496,""width"":802,""height"":892}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_127.jpg;1;0;"{""name"":""rect"",""x"":26,""y"":24,""width"":137,""height"":140}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_129.jpg;2;0;"{""name"":""rect"",""x"":83,""y"":152,""width"":467,""height"":459}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_129.jpg;2;1;"{""name"":""rect"",""x"":566,""y"":161,""width"":420,""height"":459}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_130.jpg;1;0;"{""name"":""rect"",""x"":33,""y"":37,""width"":137,""height"":104}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_131.jpg;1;0;"{""name"":""rect"",""x"":162,""y"":54,""width"":87,""height"":64}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_133.jpg;2;0;"{""name"":""rect"",""x"":117,""y"":74,""width"":44,""height"":73}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_133.jpg;2;1;"{""name"":""rect"",""x"":155,""y"":56,""width"":81,""height"":102}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_135.jpg;1;0;"{""name"":""rect"",""x"":357,""y"":79,""width"":663,""height"":633}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_137.jpg;1;0;"{""name"":""rect"",""x"":113,""y"":36,""width"":103,""height"":140}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_140.jpg;2;0;"{""name"":""rect"",""x"":164,""y"":35,""width"":92,""height"":128}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_140.jpg;2;1;"{""name"":""rect"",""x"":6,""y"":4,""width"":162,""height"":167}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_144.jpg;1;0;"{""name"":""rect"",""x"":33,""y"":124,""width"":135,""height"":126}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_149.jpg;1;0;"{""name"":""rect"",""x"":205,""y"":250,""width"":538,""height"":257}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_150.jpg;1;0;"{""name"":""rect"",""x"":4,""y"":6,""width"":93,""height"":89}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_151.jpg;2;0;"{""name"":""rect"",""x"":1,""y"":21,""width"":59,""height"":58}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_151.jpg;2;1;"{""name"":""rect"",""x"":57,""y"":21,""width"":41,""height"":64}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_155.jpg;1;0;"{""name"":""rect"",""x"":246,""y"":158,""width"":382,""height"":288}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_156.jpg;5;0;"{""name"":""rect"",""x"":40,""y"":38,""width"":43,""height"":47}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_156.jpg;5;1;"{""name"":""rect"",""x"":2,""y"":35,""width"":45,""height"":64}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_156.jpg;5;2;"{""name"":""rect"",""x"":17,""y"":12,""width"":40,""height"":52}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_156.jpg;5;3;"{""name"":""rect"",""x"":57,""y"":6,""width"":41,""height"":31}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_156.jpg;5;4;"{""name"":""rect"",""x"":71,""y"":69,""width"":26,""height"":29}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_157.jpg;2;0;"{""name"":""rect"",""x"":84,""y"":92,""width"":387,""height"":394}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_157.jpg;2;1;"{""name"":""rect"",""x"":516,""y"":198,""width"":163,""height"":170}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_159.jpg;1;0;"{""name"":""rect"",""x"":57,""y"":19,""width"":170,""height"":141}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_161.jpg;1;0;"{""name"":""rect"",""x"":97,""y"":35,""width"":108,""height"":107}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_162.jpg;1;0;"{""name"":""rect"",""x"":54,""y"":42,""width"":130,""height"":130}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_163.jpg;1;0;"{""name"":""rect"",""x"":51,""y"":5,""width"":161,""height"":165}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_164.jpg;3;0;"{""name"":""rect"",""x"":49,""y"":63,""width"":132,""height"":146}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_164.jpg;3;1;"{""name"":""rect"",""x"":33,""y"":4,""width"":119,""height"":59}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_164.jpg;3;2;"{""name"":""rect"",""x"":147,""y"":50,""width"":62,""height"":111}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_166.jpg;2;0;"{""name"":""rect"",""x"":385,""y"":83,""width"":340,""height"":403}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_166.jpg;2;1;"{""name"":""rect"",""x"":24,""y"":113,""width"":376,""height"":384}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_167.jpg;1;0;"{""name"":""rect"",""x"":16,""y"":5,""width"":192,""height"":197}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_169.jpg;1;0;"{""name"":""rect"",""x"":54,""y"":32,""width"":146,""height"":114}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_170.jpg;1;0;"{""name"":""rect"",""x"":279,""y"":61,""width"":400,""height"":521}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_171.jpg;2;0;"{""name"":""rect"",""x"":26,""y"":71,""width"":90,""height"":115}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_171.jpg;2;1;"{""name"":""rect"",""x"":70,""y"":38,""width"":132,""height"":145}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_172.jpg;1;0;"{""name"":""rect"",""x"":3,""y"":1,""width"":93,""height"":95}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_175.jpg;1;0;"{""name"":""rect"",""x"":161,""y"":175,""width"":501,""height"":460}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_176.jpg;1;0;"{""name"":""rect"",""x"":175,""y"":62,""width"":908,""height"":1012}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_178.jpg;3;0;"{""name"":""rect"",""x"":17,""y"":112,""width"":63,""height"":49}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_178.jpg;3;1;"{""name"":""rect"",""x"":139,""y"":102,""width"":67,""height"":58}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_178.jpg;3;2;"{""name"":""rect"",""x"":59,""y"":58,""width"":100,""height"":106}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_179.jpg;2;0;"{""name"":""rect"",""x"":135,""y"":146,""width"":277,""height"":270}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_179.jpg;2;1;"{""name"":""rect"",""x"":399,""y"":173,""width"":388,""height"":322}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_180.jpg;1;0;"{""name"":""rect"",""x"":64,""y"":27,""width"":35,""height"":40}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_181.jpg;1;0;"{""name"":""rect"",""x"":13,""y"":16,""width"":72,""height"":75}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_182.jpg;1;0;"{""name"":""rect"",""x"":142,""y"":84,""width"":475,""height"":417}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_186.jpg;1;0;"{""name"":""rect"",""x"":24,""y"":8,""width"":176,""height"":197}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_190.jpg;1;0;"{""name"":""rect"",""x"":31,""y"":24,""width"":138,""height"":151}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_193.jpg;1;0;"{""name"":""rect"",""x"":3,""y"":7,""width"":96,""height"":84}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_194.jpg;2;0;"{""name"":""rect"",""x"":178,""y"":17,""width"":293,""height"":364}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_194.jpg;2;1;"{""name"":""rect"",""x"":286,""y"":222,""width"":350,""height"":355}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_198.jpg;2;0;"{""name"":""rect"",""x"":182,""y"":200,""width"":240,""height"":306}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_198.jpg;2;1;"{""name"":""rect"",""x"":431,""y"":16,""width"":325,""height"":453}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_199.jpg;1;0;"{""name"":""rect"",""x"":43,""y"":7,""width"":176,""height"":158}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_202.jpg;3;0;"{""name"":""rect"",""x"":6,""y"":81,""width"":49,""height"":75}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_202.jpg;3;1;"{""name"":""rect"",""x"":22,""y"":6,""width"":158,""height"":149}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_202.jpg;3;2;"{""name"":""rect"",""x"":144,""y"":36,""width"":129,""height"":140}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
boletus_edulis_203.jpg;1;0;"{""name"":""rect"",""x"":59,""y"":28,""width"":146,""height"":113}";"{""Object"":""mushroom"",""Species"":""Boletus Edulis""}"
